HPV_position,15361-CB-15-LabPrep_S16,15361-CB-7-LabPrep_S49,15361-CB-6-LabPrep_S48,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20
6447,7842,24340,2383,25353,1218
6448,7858,24338,2391,25323,1219
6449,7850,24338,2399,25359,1225
6450,7891,24366,2412,25465,1240
6451,7907,24394,2413,25493,1244
6452,7916,24383,2408,25459,1241
6453,7919,24397,2410,25465,1241
6454,7910,24378,2409,25441,1241
6455,7939,24390,2418,25476,1238
6456,7960,24439,2419,25544,1246
6457,7938,24392,2411,25480,1243
6458,7935,24334,2412,25451,1240
6459,7941,24361,2413,25499,1240
6460,7907,24292,2409,25398,1231
6461,7897,24301,2415,25436,1223
6462,7879,24270,2413,25409,1227
6463,7919,24289,2427,25463,1226
6464,7930,24303,2427,25463,1225
6465,7959,24301,2430,25482,1229
6466,7999,24363,2443,25561,1231
6467,8030,24409,2453,25606,1231
6468,8058,24438,2457,25655,1231
6469,8022,24371,2457,25578,1217
6470,8039,24325,2463,25560,1215
6471,8048,24348,2471,25587,1215
6472,8040,24335,2472,25605,1217
6473,8001,24240,2459,25550,1217
6474,8024,24312,2464,25592,1218
6475,8066,24354,2468,25654,1224
6476,8096,24396,2474,25673,1233
6477,8111,24421,2480,25737,1234
6478,8088,24353,2466,25691,1237
6479,8080,24322,2469,25701,1240
6480,8101,24366,2483,25770,1244
6481,8129,24413,2499,25866,1244
6482,8125,24386,2502,25838,1245
6483,8072,24319,2490,25770,1240
6484,8072,24291,2480,25770,1231
6485,8076,24337,2485,25789,1227
6486,8152,24467,2507,25945,1240
6487,8166,24477,2513,25961,1232
6488,8170,24497,2528,25991,1236
6489,8166,24479,2526,26000,1237
6490,8133,24407,2528,25955,1238
6491,8122,24437,2523,25941,1237
6492,8109,24378,2506,25918,1238
6493,8097,24368,2509,25898,1245
6494,8108,24404,2509,25905,1243
6495,8165,24461,2514,25965,1253
6496,8172,24479,2526,25964,1254
6497,8202,24513,2539,26009,1259
6498,8173,24468,2531,25996,1265
6499,8164,24463,2537,26039,1258
6500,8161,24413,2536,26001,1250
6501,8167,24435,2545,26033,1251
6502,8179,24422,2543,26029,1254
6503,8207,24451,2550,26066,1253
6504,8198,24434,2551,26053,1252
6505,8174,24401,2542,26001,1248
6506,8162,24325,2541,25937,1244
6507,8123,24252,2539,25885,1243
6508,8161,24290,2547,25947,1245
6509,8156,24238,2537,25876,1248
6510,8156,24232,2526,25860,1246
6511,8129,24105,2517,25746,1248
6512,8150,24173,2524,25821,1248
6513,8198,24262,2560,25929,1252
6514,8210,24220,2559,25952,1243
6515,8226,24242,2562,25948,1246
6516,8280,24352,2581,26071,1249
6517,8272,24331,2589,26088,1257
6518,8276,24300,2587,26058,1249
6519,8304,24363,2598,26122,1249
6520,8336,24364,2601,26127,1243
6521,8359,24400,2623,26173,1236
6522,8355,24395,2636,26161,1243
6523,8362,24424,2641,26178,1245
6524,8344,24388,2640,26152,1242
6525,8360,24399,2654,26149,1238
6526,8392,24431,2672,26216,1243
6527,8367,24340,2655,26175,1236
6528,8413,24387,2663,26244,1234
6529,8431,24416,2672,26284,1224
6530,8451,24470,2679,26373,1232
6531,8453,24471,2687,26384,1238
6532,8437,24395,2667,26320,1238
6533,8470,24409,2676,26326,1237
6534,8469,24353,2674,26296,1240
6535,8452,24331,2665,26264,1237
6536,8459,24408,2678,26319,1236
6537,8463,24372,2683,26326,1231
6538,8466,24333,2674,26303,1220
6539,8469,24332,2671,26326,1218
6540,8487,24354,2670,26343,1216
6541,8515,24443,2675,26463,1220
6542,8502,24398,2672,26400,1214
6543,8526,24470,2684,26460,1209
6544,8528,24377,2684,26371,1204
6545,8572,24476,2700,26495,1208
6546,8611,24507,2718,26577,1215
6547,8618,24560,2718,26618,1208
6548,8584,24486,2716,26540,1199
6549,8593,24532,2723,26582,1199
6550,8580,24498,2724,26613,1203
6551,8588,24474,2738,26589,1212
6552,8568,24424,2739,26529,1206
6553,8597,24540,2751,26631,1217
6554,8572,24509,2751,26597,1219
6555,8549,24442,2751,26557,1221
6556,8598,24537,2758,26658,1228
6557,8627,24614,2768,26699,1225
6558,8661,24638,2768,26747,1228
6559,8660,24610,2767,26755,1226
6560,8673,24658,2785,26767,1232
6561,8689,24687,2783,26776,1232
6562,8666,24611,2767,26659,1219
6563,8627,24533,2753,26574,1214
6564,8656,24604,2772,26658,1225
6565,8666,24611,2777,26664,1233
6566,8648,24545,2771,26610,1230
6567,8659,24614,2769,26637,1229
6568,8670,24604,2779,26647,1233
6569,8658,24617,2767,26683,1229
6570,8676,24655,2781,26742,1236
6571,8670,24648,2791,26750,1232
6572,8669,24642,2795,26764,1235
6573,8653,24605,2796,26706,1234
6574,8669,24695,2803,26810,1242
6575,8714,24772,2822,26883,1251
6576,8695,24718,2801,26848,1249
6577,8685,24658,2798,26781,1262
6578,8690,24671,2800,26774,1258
6579,8687,24683,2801,26778,1258
6580,8708,24736,2807,26859,1269
6581,8670,24648,2808,26761,1275
6582,8693,24706,2827,26833,1282
6583,8689,24711,2827,26820,1284
6584,8685,24721,2827,26843,1287
6585,8678,24669,2822,26815,1289
6586,8675,24648,2815,26802,1294
6587,8698,24707,2818,26829,1296
6588,8672,24635,2805,26764,1287
6589,8697,24674,2815,26836,1293
6590,8683,24667,2807,26819,1288
6591,8664,24633,2799,26759,1280
6592,8664,24649,2801,26772,1279
6593,8637,24554,2815,26719,1276
6594,8640,24608,2817,26788,1276
6595,8638,24612,2814,26761,1277
6596,8637,24601,2817,26756,1272
6597,8676,24679,2831,26913,1283
6598,8654,24597,2819,26831,1278
6599,8650,24575,2812,26797,1277
6600,8667,24609,2814,26860,1281
6601,8671,24617,2820,26902,1287
6602,8659,24532,2805,26844,1283
6603,8682,24549,2816,26882,1283
6604,8681,24546,2810,26901,1287
6605,8670,24582,2806,26911,1290
6606,8650,24529,2808,26856,1291
6607,8642,24492,2807,26830,1287
6608,8655,24440,2810,26843,1286
6609,8661,24468,2798,26873,1291
6610,8670,24463,2781,26895,1296
6611,8648,24358,2773,26808,1298
6612,8625,24286,2760,26729,1294
6613,8591,24210,2749,26688,1292
6614,8578,24194,2748,26667,1292
6615,8557,24137,2744,26611,1290
6616,8538,24104,2732,26552,1295
6617,8548,24118,2732,26537,1293
6618,8565,24143,2732,26604,1298
6619,8526,24047,2720,26563,1293
6620,8496,24058,2713,26608,1295
6621,8483,24021,2709,26555,1291
6622,8505,24074,2706,26588,1291
6623,8482,24015,2703,26553,1296
6624,8442,23972,2701,26513,1296
6625,8423,23963,2698,26470,1300
6626,8383,23872,2681,26403,1290
6627,8397,23901,2694,26456,1295
6628,8368,23813,2686,26387,1290
6629,8379,23817,2684,26414,1290
6630,8372,23804,2678,26398,1294
6631,8366,23747,2674,26345,1296
6632,8360,23715,2669,26332,1297
6633,8351,23708,2656,26369,1296
6634,8322,23630,2657,26302,1293
6635,8312,23645,2655,26312,1292
6636,8348,23678,2647,26374,1296
6637,8319,23601,2632,26354,1287
6638,8334,23588,2631,26372,1284
6639,8319,23540,2623,26359,1288
6640,8283,23446,2607,26249,1280
6641,8258,23410,2605,26239,1277
6642,8232,23363,2605,26248,1285
6643,8219,23329,2606,26213,1279
6644,8221,23330,2598,26184,1274
6645,8208,23289,2607,26199,1276
6646,8173,23200,2602,26179,1272
6647,8166,23157,2594,26148,1269
6648,8152,23180,2599,26182,1278
6649,8136,23203,2593,26221,1281
6650,8139,23197,2608,26220,1286
6651,8120,23171,2589,26188,1287
6652,8126,23187,2593,26221,1290
6653,8110,23125,2584,26216,1288
6654,8124,23153,2586,26282,1297
6655,8081,23048,2569,26194,1304
6656,8057,23051,2567,26243,1299
6657,8062,23057,2561,26292,1291
6658,8013,22927,2551,26161,1281
6659,8046,22979,2564,26199,1281
6660,7996,22900,2539,26138,1275
6661,7961,22848,2537,26082,1274
6662,7948,22828,2539,26121,1279
6663,7941,22837,2533,26097,1281
6664,7960,22906,2524,26141,1285
6665,7953,22908,2517,26158,1285
6666,7933,22817,2515,26069,1285
6667,7924,22825,2532,26145,1294
6668,7895,22754,2509,26049,1294
6669,7878,22737,2505,26038,1288
6670,7875,22750,2506,26062,1288
6671,7839,22659,2503,25981,1285
6672,7840,22643,2488,25999,1291
6673,7832,22605,2475,25965,1293
6674,7804,22550,2462,25925,1291
6675,7818,22569,2460,25931,1300
6676,7748,22495,2449,25905,1314
6677,7722,22451,2440,25871,1306
6678,7710,22419,2433,25844,1307
6679,7709,22417,2434,25848,1307
6680,7683,22340,2432,25793,1308
6681,7639,22257,2413,25745,1301
6682,7657,22289,2424,25775,1310
6683,7629,22226,2421,25753,1311
6684,7596,22173,2413,25741,1309
6685,7553,22045,2390,25641,1307
6686,7571,22017,2395,25706,1303
6687,7594,22098,2415,25816,1305
6688,7583,22080,2418,25843,1318
6689,7584,22021,2415,25817,1321
6690,7547,21926,2401,25748,1320
6691,7507,21831,2383,25682,1324
6692,7511,21854,2383,25721,1329
6693,7427,21711,2363,25567,1317
6694,7413,21696,2364,25567,1322
6695,7387,21680,2348,25563,1329
6696,7361,21641,2343,25536,1328
6697,7347,21591,2338,25517,1321
6698,7348,21539,2330,25517,1328
6699,7343,21478,2322,25520,1331
6700,7318,21415,2321,25483,1328
6701,7317,21405,2305,25469,1331
6702,7274,21320,2283,25435,1316
6703,7294,21341,2293,25464,1314
6704,7275,21254,2286,25405,1315
6705,7252,21179,2286,25388,1313
6706,7232,21157,2269,25377,1321
6707,7198,21094,2258,25341,1322
6708,7205,21074,2257,25349,1331
6709,7158,20983,2261,25263,1328
6710,7155,20977,2253,25280,1327
6711,7154,20988,2253,25333,1328
6712,7154,20973,2260,25326,1336
6713,7121,20844,2258,25270,1340
6714,7150,20845,2265,25287,1348
6715,7155,20834,2257,25311,1344
6716,7172,20792,2253,25317,1349
6717,7189,20865,2257,25388,1349
6718,7193,20849,2258,25395,1344
6719,7157,20784,2255,25339,1341
6720,7148,20788,2258,25353,1345
6721,7123,20660,2257,25323,1339
6722,7109,20683,2251,25317,1343
6723,7094,20672,2242,25282,1344
6724,7095,20704,2242,25301,1343
6725,7060,20559,2229,25176,1332
6726,7060,20541,2224,25197,1326
6727,7085,20678,2230,25337,1334
6728,7150,20796,2252,25461,1338
6729,7148,20769,2250,25474,1335
6730,7149,20798,2247,25487,1330
6731,7152,20798,2249,25552,1328
6732,7150,20723,2235,25507,1319
6733,7144,20712,2233,25522,1315
6734,7115,20676,2226,25441,1304
6735,7120,20666,2244,25460,1306
6736,7132,20690,2245,25485,1300
6737,7117,20607,2235,25388,1289
6738,7111,20632,2234,25427,1291
6739,7121,20670,2228,25453,1294
6740,7110,20640,2238,25434,1289
6741,7113,20686,2239,25470,1293
6742,7100,20612,2223,25429,1291
6743,7079,20573,2225,25385,1291
6744,7095,20573,2220,25363,1297
6745,7144,20665,2245,25491,1306
6746,7111,20602,2235,25422,1299
6747,7132,20593,2238,25457,1291
6748,7127,20585,2245,25441,1287
6749,7143,20591,2252,25455,1287
6750,7161,20592,2258,25486,1280
6751,7146,20586,2260,25470,1280
6752,7175,20620,2257,25490,1275
6753,7168,20602,2258,25446,1276
6754,7176,20600,2262,25451,1276
6755,7211,20659,2278,25479,1275
6756,7205,20611,2269,25427,1263
6757,7217,20645,2275,25447,1264
6758,7137,20528,2265,25342,1250
6759,7117,20485,2271,25262,1247
6760,7134,20496,2273,25296,1244
6761,7155,20484,2274,25311,1246
6762,7160,20452,2280,25288,1244
6763,7169,20487,2282,25318,1251
6764,7205,20534,2295,25411,1254
6765,7205,20551,2293,25446,1251
6766,7225,20577,2298,25474,1250
6767,7241,20582,2305,25481,1250
6768,7245,20524,2292,25442,1245
6769,7284,20570,2310,25520,1246
6770,7280,20549,2311,25484,1245
6771,7258,20477,2308,25392,1230
6772,7311,20537,2325,25484,1236
6773,7320,20550,2330,25466,1251
6774,7353,20581,2335,25491,1251
6775,7333,20551,2330,25441,1250
6776,7337,20492,2325,25405,1244
6777,7338,20501,2336,25416,1239
6778,7324,20448,2328,25412,1231
6779,7331,20463,2340,25415,1226
6780,7355,20526,2341,25481,1233
6781,7354,20469,2339,25429,1231
6782,7390,20496,2354,25497,1230
6783,7395,20498,2375,25503,1230
6784,7396,20483,2363,25531,1230
6785,7411,20544,2366,25555,1228
6786,7437,20551,2381,25611,1233
6787,7405,20477,2389,25515,1223
6788,7438,20494,2395,25549,1222
6789,7494,20551,2406,25570,1233
6790,7501,20513,2418,25568,1229
6791,7510,20538,2411,25578,1231
6792,7518,20523,2406,25588,1234
6793,7490,20450,2392,25504,1229
6794,7489,20456,2399,25490,1237
6795,7484,20436,2399,25478,1228
6796,7443,20354,2392,25351,1225
6797,7488,20398,2401,25409,1236
6798,7498,20421,2397,25426,1222
6799,7520,20395,2400,25422,1223
6800,7516,20416,2406,25418,1214
6801,7490,20355,2413,25345,1206
6802,7491,20388,2418,25348,1207
6803,7500,20378,2429,25368,1209
6804,7530,20404,2439,25366,1201
6805,7532,20391,2431,25335,1194
6806,7507,20371,2429,25282,1197
6807,7521,20350,2433,25299,1199
6808,7546,20396,2451,25379,1202
6809,7566,20432,2456,25400,1207
6810,7563,20433,2457,25433,1210
6811,7544,20364,2456,25327,1201
6812,7580,20423,2466,25407,1202
6813,7620,20412,2468,25420,1206
6814,7620,20393,2469,25434,1211
6815,7628,20436,2478,25471,1206
6816,7647,20477,2493,25523,1201
6817,7656,20467,2490,25514,1206
6818,7696,20499,2492,25567,1213
6819,7723,20525,2493,25608,1207
6820,7745,20602,2501,25669,1202
6821,7751,20591,2505,25642,1201
6822,7750,20601,2505,25625,1195
6823,7767,20628,2523,25636,1189
6824,7750,20630,2533,25623,1183
6825,7766,20643,2538,25645,1183
6826,7757,20583,2543,25589,1174
6827,7820,20701,2564,25673,1173
6828,7830,20657,2565,25651,1166
6829,7819,20638,2573,25640,1163
6830,7850,20680,2588,25731,1163
6831,7843,20671,2591,25733,1159
6832,7872,20692,2587,25776,1157
6833,7889,20724,2602,25780,1160
6834,7904,20761,2612,25815,1163
6835,7935,20795,2613,25822,1162
6836,7964,20765,2619,25806,1159
6837,7954,20764,2622,25807,1152
6838,7932,20673,2621,25718,1140
6839,7928,20646,2624,25708,1131
6840,7946,20687,2644,25710,1135
6841,7975,20746,2654,25800,1141
6842,7981,20747,2648,25803,1129
6843,7994,20749,2647,25826,1132
6844,7998,20745,2629,25819,1128
6845,7998,20762,2633,25813,1130
6846,8022,20773,2644,25834,1139
6847,8004,20701,2644,25733,1138
6848,8018,20680,2652,25737,1133
6849,8057,20681,2658,25761,1136
6850,8063,20663,2664,25766,1138
6851,8061,20682,2660,25768,1140
6852,8097,20732,2671,25792,1142
6853,8105,20736,2673,25794,1139
6854,8111,20652,2658,25731,1135
6855,8085,20627,2653,25661,1127
6856,8080,20649,2659,25675,1118
6857,8069,20658,2669,25726,1125
6858,8068,20633,2666,25697,1123
6859,8065,20621,2666,25700,1120
6860,8018,20536,2654,25598,1120
6861,8052,20573,2653,25658,1124
6862,8072,20611,2657,25713,1105
6863,8033,20516,2638,25594,1110
6864,8053,20549,2642,25641,1111
6865,8074,20605,2651,25721,1111
6866,8068,20610,2649,25714,1107
6867,8071,20671,2651,25745,1103
6868,8069,20652,2652,25711,1100
6869,8042,20539,2643,25647,1091
6870,8055,20544,2662,25678,1085
6871,8037,20525,2662,25626,1088
6872,8043,20541,2655,25614,1090
6873,8015,20477,2645,25569,1080
6874,7982,20405,2632,25474,1079
6875,7966,20360,2623,25479,1079
6876,7976,20385,2634,25464,1079
6877,7961,20400,2634,25496,1084
6878,7977,20444,2632,25561,1090
6879,7986,20440,2641,25570,1090
6880,7987,20412,2640,25544,1092
6881,7999,20439,2656,25578,1094
6882,7985,20416,2645,25542,1094
6883,7960,20360,2642,25443,1089
6884,7965,20370,2631,25462,1087
6885,7930,20304,2622,25380,1092
6886,7948,20307,2619,25399,1087
6887,7943,20327,2615,25386,1090
6888,7959,20339,2623,25400,1096
6889,7966,20275,2622,25361,1096
6890,7973,20267,2630,25386,1096
6891,7976,20226,2627,25362,1096
6892,7963,20192,2629,25347,1091
6893,7963,20188,2629,25317,1096
6894,7930,20115,2620,25255,1097
6895,7932,20102,2623,25267,1089
6896,7886,20022,2622,25146,1088
6897,7902,20028,2631,25149,1098
6898,7879,20020,2625,25119,1089
6899,7905,20043,2636,25139,1097
6900,7900,20119,2638,25175,1094
6901,7877,20056,2625,25126,1093
6902,7884,20085,2635,25157,1102
6903,7840,20024,2625,25128,1105
6904,7820,20015,2631,25077,1105
6905,7832,20057,2641,25164,1111
6906,7812,20031,2639,25175,1105
6907,7785,19958,2633,25090,1103
6908,7793,19992,2628,25123,1107
6909,7785,19954,2632,25092,1100
6910,7773,19929,2626,25089,1099
6911,7754,19886,2620,25069,1097
6912,7712,19818,2616,24976,1097
6913,7674,19756,2605,24906,1092
6914,7671,19762,2606,24893,1088
6915,7665,19762,2601,24900,1092
6916,7660,19741,2600,24854,1094
6917,7676,19738,2601,24860,1094
6918,7687,19752,2597,24855,1094
6919,7698,19778,2596,24842,1093
6920,7680,19792,2591,24813,1091
6921,7680,19797,2594,24857,1090
6922,7672,19779,2591,24861,1086
6923,7629,19722,2573,24804,1079
6924,7601,19634,2567,24703,1079
6925,7595,19613,2564,24716,1078
6926,7587,19594,2552,24687,1080
6927,7574,19585,2562,24695,1080
6928,7579,19597,2566,24708,1085
6929,7561,19551,2570,24658,1084
6930,7567,19547,2575,24675,1085
6931,7558,19543,2576,24651,1086
6932,7521,19448,2562,24600,1081
6933,7540,19485,2566,24627,1086
6934,7544,19460,2573,24661,1095
6935,7529,19453,2571,24661,1095
6936,7507,19422,2572,24649,1096
6937,7518,19442,2575,24707,1098
6938,7505,19420,2585,24694,1096
6939,7529,19433,2604,24744,1100
6940,7514,19358,2605,24714,1096
6941,7491,19349,2601,24713,1102
6942,7486,19354,2595,24707,1111
6943,7470,19332,2589,24703,1110
6944,7479,19352,2582,24714,1111
6945,7459,19283,2575,24667,1102
6946,7458,19277,2575,24691,1105
6947,7447,19267,2569,24675,1110
6948,7466,19297,2574,24698,1115
6949,7425,19242,2556,24644,1110
6950,7400,19182,2549,24577,1109
6951,7394,19189,2546,24543,1110
6952,7359,19104,2535,24468,1108
6953,7341,19035,2527,24398,1101
6954,7333,18981,2524,24374,1091
6955,7333,18954,2525,24360,1099
6956,7308,18899,2510,24261,1097
6957,7291,18869,2510,24205,1098
6958,7307,18896,2518,24286,1092
6959,7308,18851,2524,24241,1084
6960,7313,18842,2533,24246,1086
6961,7322,18848,2538,24265,1086
6962,7266,18763,2514,24140,1077
6963,7233,18715,2512,24101,1070
6964,7204,18683,2500,24057,1062
6965,7165,18615,2481,23983,1050
6966,7160,18553,2477,23911,1050
6967,7152,18519,2480,23865,1054
6968,7133,18458,2474,23824,1057
6969,7101,18363,2452,23731,1048
6970,7103,18363,2460,23752,1059
6971,7098,18325,2462,23693,1063
6972,7087,18323,2466,23695,1064
6973,7056,18243,2446,23622,1059
6974,7066,18254,2448,23627,1071
6975,7076,18237,2451,23622,1075
6976,7071,18168,2449,23563,1071
6977,7072,18151,2441,23531,1072
6978,7062,18115,2443,23468,1087
6979,7060,18094,2451,23450,1085
6980,7064,18085,2452,23454,1085
6981,7076,18036,2459,23374,1086
6982,7060,18036,2459,23362,1093
6983,7011,17936,2438,23258,1090
6984,6985,17894,2422,23171,1094
6985,6946,17824,2403,23105,1089
6986,6949,17820,2411,23068,1089
6987,6928,17812,2407,23041,1090
6988,6925,17782,2405,23006,1100
6989,6915,17749,2396,22988,1096
6990,6900,17741,2402,22917,1090
6991,6883,17707,2403,22842,1092
6992,6888,17659,2404,22806,1091
6993,6895,17646,2406,22819,1092
6994,6885,17572,2404,22833,1089
6995,6862,17559,2408,22790,1078
6996,6819,17510,2395,22642,1067
6997,6824,17500,2401,22637,1062
6998,6805,17445,2393,22595,1053
6999,6782,17467,2388,22585,1053
7000,6793,17513,2394,22622,1056
7001,6729,17415,2382,22448,1047
7002,6755,17460,2396,22478,1051
7003,6779,17502,2413,22558,1052
7004,6792,17545,2425,22594,1057
7005,6810,17562,2433,22576,1071
7006,6788,17472,2420,22496,1063
7007,6791,17460,2436,22478,1068
7008,6784,17396,2434,22414,1069
7009,6729,17305,2428,22303,1057
7010,6726,17291,2424,22272,1063
7011,6705,17277,2414,22233,1057
7012,6721,17335,2416,22217,1061
7013,6720,17310,2422,22191,1063
7014,6722,17308,2434,22174,1060
7015,6701,17257,2436,22116,1057
7016,6706,17251,2448,22091,1062
7017,6704,17225,2466,22069,1067
7018,6676,17140,2456,22009,1060
7019,6649,17109,2456,21906,1060
7020,6630,17020,2443,21785,1056
7021,6633,17024,2448,21762,1062
7022,6600,16919,2445,21659,1061
7023,6599,16914,2439,21634,1066
7024,6568,16821,2429,21519,1058
7025,6525,16705,2420,21378,1052
7026,6507,16615,2406,21256,1050
7027,6451,16490,2385,21092,1044
7028,6417,16394,2377,20979,1041
7029,6385,16272,2356,20846,1038
7030,6303,16097,2333,20627,1027
7031,6263,15970,2325,20483,1010
7032,6224,15860,2311,20328,1006
7033,6186,15739,2295,20159,999
7034,6163,15669,2283,20035,995
7035,6076,15461,2250,19789,978
7036,6043,15371,2239,19699,977
7037,5966,15205,2214,19462,969
7038,5930,15107,2205,19298,962
7039,5853,14943,2180,19082,949
7040,5799,14825,2160,18918,936
7041,5765,14723,2150,18771,931
7042,5702,14578,2127,18602,921
7043,5666,14464,2106,18432,915
7044,5628,14362,2093,18290,913
7045,5580,14222,2070,18118,908
7046,5558,14144,2058,18018,907
7047,5501,13967,2039,17833,898
7048,5455,13814,2015,17667,887
7049,5414,13726,2006,17521,882
7050,5356,13546,1975,17330,867
7051,5331,13458,1971,17243,860
7052,5253,13281,1952,17053,848
7053,5222,13211,1945,16923,846
7054,5157,13063,1935,16737,838
7055,5121,12944,1917,16582,824
7056,5054,12821,1885,16398,815
7057,5013,12703,1878,16248,808
7058,4981,12629,1869,16140,805
7059,4935,12496,1854,15969,801
7060,4908,12378,1845,15826,798
7061,4844,12242,1827,15630,787
7062,4810,12118,1813,15464,784
7063,4758,11979,1800,15306,778
7064,4712,11855,1781,15169,770
7065,4671,11762,1775,15024,767
7066,4632,11671,1768,14890,762
7067,4582,11556,1753,14720,759
7068,4540,11435,1735,14571,744
7069,4489,11325,1726,14432,743
7070,4463,11248,1717,14328,742
7071,4394,11109,1687,14154,731
7072,4346,10967,1666,13979,721
7073,4298,10874,1650,13845,719
7074,4245,10744,1629,13667,712
7075,4209,10655,1616,13554,706
7076,4151,10528,1591,13310,696
7077,4088,10380,1568,13125,690
7078,4056,10277,1550,12992,686
7079,4019,10189,1536,12849,679
7080,4007,10122,1531,12730,673
7081,3960,10024,1521,12594,668
7082,3909,9931,1512,12444,662
7083,3854,9769,1487,12263,645
7084,3819,9672,1474,12111,635
7085,3762,9531,1445,11912,621
7086,3714,9431,1431,11763,616
7087,3659,9292,1409,11601,605
7088,3631,9234,1397,11482,604
7089,3561,9078,1363,11288,597
7090,3520,8967,1342,11123,585
7091,3488,8874,1328,10985,580
7092,3430,8731,1313,10793,566
7093,3399,8622,1304,10658,560
7094,3356,8532,1278,10494,555
7095,3305,8422,1264,10348,547
7096,3240,8259,1244,10148,536
7097,3213,8192,1237,10041,534
7098,3164,8064,1218,9883,526
7099,3128,7948,1201,9708,517
7100,3085,7830,1188,9558,509
7101,3047,7733,1175,9436,501
7102,3005,7613,1159,9302,494
7103,2959,7508,1143,9141,486
7104,2890,7377,1123,8991,479
7105,2847,7288,1112,8861,475
7106,2813,7188,1104,8716,473
7107,2772,7063,1082,8570,468
7108,2734,6973,1071,8449,463
7109,2678,6838,1052,8273,452
7110,2636,6723,1030,8120,445
7111,2596,6605,1007,7965,440
7112,2565,6530,994,7840,436
7113,2529,6414,977,7701,427
7114,2479,6293,964,7552,420
7115,2440,6207,956,7421,415
7116,2363,6049,935,7249,408
7117,2318,5947,918,7115,399
7118,2277,5838,904,7009,394
7119,2240,5734,895,6857,382
7120,2191,5631,878,6782,379
7121,2124,5496,846,6603,368
7122,2087,5386,829,6486,363
7123,2040,5271,809,6327,357
7124,2007,5189,802,6206,346
7125,1971,5093,779,6073,335
7126,1918,4958,759,5910,330
7127,1889,4891,756,5801,324
7128,1821,4756,726,5659,315
7129,1760,4631,705,5515,304
7130,1721,4564,687,5386,298
7131,1667,4448,673,5253,287
7132,1612,4292,659,5100,272
7133,1569,4167,646,4968,267
7134,1521,4065,630,4820,261
7135,1498,3999,621,4728,255
7136,1448,3865,599,4579,251
7137,1384,3743,580,4426,244
7138,1370,3665,569,4302,240
7139,1294,3431,539,4023,224
7140,1266,3396,531,3971,224
7141,1204,3261,503,3823,209
7142,1172,3152,490,3700,205
7143,1124,3041,474,3552,197
7144,1073,2924,454,3402,192
7145,1019,2804,434,3247,184
7146,956,2637,408,3097,178
7147,954,2563,407,3032,173
7148,858,2344,377,2724,152
7149,840,2307,365,2679,157
7150,806,2211,347,2545,152
7151,871,2319,377,2686,165
7152,856,2266,368,2630,160
7153,838,2228,364,2585,157
7154,797,2114,345,2456,149
7155,777,2053,337,2396,143
7156,739,1963,326,2307,137
7157,686,1851,297,2170,126
7158,655,1757,283,2060,120
7159,577,1600,252,1878,101
7160,542,1497,235,1753,99
7161,497,1371,220,1609,93
7162,449,1233,188,1459,86
7163,411,1111,174,1343,82
7164,379,1021,157,1232,75
7165,345,909,143,1098,72
7166,303,802,125,967,65
7167,278,709,114,854,57
7168,242,624,98,725,52
7169,196,510,77,610,47
7170,161,405,58,500,38
7171,115,292,37,355,33
7172,81,206,25,253,20
7173,33,105,7,123,12
7174,0,0,0,0,0
7175,0,0,0,0,0
7176,0,0,0,0,0
7177,0,0,0,0,0
7178,0,0,0,0,0
7179,0,0,0,0,0
7180,0,0,0,0,0
7181,0,0,0,0,0
7182,0,0,0,0,0
7183,0,0,0,0,0
7184,0,0,0,0,0
7185,0,0,0,0,0
7186,0,0,0,0,0
7187,0,0,0,0,0
7188,0,0,0,0,0
7189,0,0,0,0,0
7190,0,0,0,0,0
7191,0,0,0,0,0
7192,0,0,0,0,0
7193,0,0,0,0,0
7194,0,0,0,0,0
7195,0,0,0,0,0
7196,0,0,0,0,0
7197,0,0,0,0,0
7198,0,0,0,0,0
7199,0,0,0,0,0
7200,0,0,0,0,0
7201,0,0,0,0,0
7202,0,0,0,0,0
7203,0,0,0,0,0
7204,0,0,0,0,0
7205,0,0,0,0,0
7206,0,0,0,0,0
7207,0,0,0,0,0
7208,0,0,0,0,0
7209,0,0,0,0,0
7210,0,0,0,0,0
7211,0,0,0,0,0
7212,0,0,0,0,0
7213,0,0,0,0,0
7214,0,0,0,0,0
7215,0,0,0,0,0
7216,0,0,0,0,0
7217,0,0,0,0,0
7218,0,0,0,0,0
7219,0,0,0,0,0
7220,0,0,0,0,0
7221,0,0,0,0,0
7222,0,0,0,0,0
7223,0,0,0,0,0
7224,0,0,0,0,0
7225,0,0,0,0,0
7226,0,0,0,0,0
7227,0,0,0,0,0
7228,0,0,0,0,0
7229,0,0,0,0,0
7230,0,0,0,0,0
7231,0,0,0,0,0
7232,0,0,0,0,0
7233,0,0,0,0,0
7234,0,0,0,0,0
7235,0,0,0,0,0
7236,0,0,0,0,0
7237,0,0,0,0,0
7238,0,0,0,0,0
7239,0,0,0,0,0
7240,0,0,0,0,0
7241,0,0,0,0,0
7242,0,0,0,0,0
7243,0,0,0,0,0
7244,0,0,0,0,0
7245,0,0,0,0,0
7246,0,0,0,0,0
7247,0,0,0,0,0
7248,0,0,0,0,0
7249,0,0,0,0,0
7250,0,0,0,0,0
7251,0,0,0,0,0
7252,0,0,0,0,0
7253,0,0,0,0,0
7254,0,0,0,0,0
7255,0,0,0,0,0
