HPV_position,15361-CB-10-LabPrep_S11,15361-CB-11-LabPrep_S12,15361-CB-12-LabPrep_S13,15361-CB-13-LabPrep_S14,15361-CB-14-LabPrep_S15,15361-CB-15-LabPrep_S16,15361-CB-16-LabPrep_S17,15361-CB-17-LabPrep_S18,15361-CB-18-LabPrep_S19,15361-CB-19-LabPrep_S20,15361-CB-1-LabPrep_S10,15361-CB-20-LabPrep_S22,15361-CB-21-LabPrep_S23,15361-CB-23-LabPrep_S25,15361-CB-24-LabPrep_S26,15361-CB-26-LabPrep_S28,15361-CB-2-LabPrep_S21,15361-CB-30-LabPrep_S33,15361-CB-32-LabPrep_S34,15361-CB-34-LabPrep_S36,15361-CB-35-LabPrep_S37,15361-CB-38-LabPrep_S40,15361-CB-39-LabPrep_S41,15361-CB-3-LabPrep_S32,15361-CB-40-LabPrep_S43,15361-CB-42-LabPrep_S44,15361-CB-44-LabPrep_S46,15361-CB-4-LabPrep_S42,15361-CB-6-LabPrep_S48,15361-CB-7-LabPrep_S49,15361-CB-9-LabPrep_S51
5664,50886,8074,50099,25585,33115,9593,14581,41143,24296,1489,13842,8116,71,21258,4183,441,49587,62,12669,5,3803,3546,28344,27505,2,16358,16380,501,2955,25425,9101
5665,50864,8065,50115,25598,33126,9604,14573,41134,24298,1492,13856,8123,73,21273,4180,441,49556,62,12643,5,3808,3547,28339,27523,2,16338,16362,504,2955,25415,9105
5666,50988,8075,50286,25664,33230,9646,14612,41211,24381,1489,13897,8158,72,21347,4219,441,49698,62,12672,5,3817,3564,28389,27594,2,16410,16399,507,2975,25503,9129
5667,51003,8066,50367,25684,33254,9651,14634,41261,24411,1487,13926,8170,73,21364,4232,439,49800,61,12665,5,3819,3566,28405,27660,2,16431,16419,506,2983,25533,9136
5668,50891,8042,50398,25653,33277,9653,14603,41261,24367,1481,13937,8154,75,21260,4226,443,49852,62,12652,5,3823,3566,28442,27662,2,16406,16430,505,2974,25545,9133
5669,51039,8070,50630,25765,33378,9676,14645,41366,24422,1485,13998,8197,77,21350,4249,445,50052,62,12703,5,3847,3583,28544,27757,2,16472,16492,511,2992,25647,9145
5670,51154,8069,50713,25788,33435,9690,14649,41455,24439,1484,14031,8194,77,21352,4254,442,50132,62,12693,5,3857,3595,28596,27852,2,16504,16514,510,2985,25695,9156
5671,51102,8044,50682,25781,33411,9678,14624,41433,24389,1487,14043,8183,78,21354,4254,440,50075,62,12673,5,3848,3597,28564,27857,2,16463,16519,507,2981,25682,9155
5672,51134,8051,50771,25775,33404,9679,14626,41427,24365,1490,14032,8182,78,21344,4253,437,50147,62,12668,5,3846,3592,28573,27843,2,16458,16493,505,2974,25752,9155
5673,51121,8065,50769,25788,33404,9689,14638,41417,24397,1495,14027,8195,78,21360,4267,435,50177,62,12685,5,3851,3580,28609,27900,2,16484,16496,508,2973,25744,9165
5674,51164,8069,50817,25809,33446,9715,14653,41416,24405,1499,14057,8207,78,21377,4272,433,50238,61,12687,5,3847,3582,28608,27923,2,16513,16489,509,2989,25734,9165
5675,51117,8080,50827,25833,33458,9747,14651,41468,24408,1496,14074,8227,76,21386,4289,433,50296,61,12672,5,3853,3585,28639,27957,2,16544,16532,509,2998,25760,9174
5676,51149,8082,50841,25830,33453,9746,14620,41450,24397,1496,14105,8214,76,21402,4286,435,50308,61,12636,5,3860,3585,28640,27976,2,16538,16512,511,3000,25766,9174
5677,51138,8052,50788,25790,33437,9740,14601,41402,24404,1493,14118,8194,76,21423,4291,434,50337,61,12645,6,3865,3601,28619,28023,2,16509,16502,509,2998,25766,9183
5678,51196,8068,50902,25828,33499,9762,14616,41498,24427,1496,14160,8203,76,21455,4303,435,50411,61,12659,6,3867,3600,28613,28059,2,16542,16520,507,3012,25831,9199
5679,51217,8071,50981,25874,33569,9772,14631,41545,24472,1496,14189,8206,76,21470,4298,435,50478,60,12657,6,3883,3614,28630,28103,2,16567,16564,507,3019,25911,9233
5680,51165,8069,50963,25863,33535,9759,14629,41526,24444,1492,14192,8227,76,21470,4288,436,50459,60,12637,6,3875,3615,28603,28090,2,16568,16566,505,3025,25917,9233
5681,51171,8048,51007,25857,33571,9753,14611,41514,24464,1493,14212,8241,76,21465,4285,436,50497,60,12636,6,3870,3611,28607,28126,2,16533,16539,505,3021,25945,9232
5682,51320,8077,51127,25899,33642,9772,14648,41584,24512,1505,14262,8255,76,21505,4299,436,50562,58,12673,7,3886,3614,28696,28212,2,16561,16601,504,3026,26028,9269
5683,51335,8073,51163,25889,33634,9786,14658,41597,24504,1504,14254,8254,76,21526,4297,430,50592,57,12671,8,3888,3623,28724,28238,2,16595,16615,507,3036,26032,9282
5684,51352,8088,51147,25903,33643,9807,14659,41613,24540,1501,14285,8261,76,21576,4291,433,50657,55,12687,8,3899,3627,28725,28282,2,16628,16630,505,3044,26044,9287
5685,51532,8137,51332,25982,33789,9855,14706,41788,24631,1516,14359,8296,77,21677,4319,435,50846,57,12748,8,3914,3646,28873,28420,2,16691,16702,511,3049,26198,9335
5686,51487,8147,51281,25973,33756,9868,14694,41821,24677,1523,14354,8296,77,21692,4328,437,50839,57,12755,8,3923,3649,28905,28422,2,16716,16718,511,3054,26200,9332
5687,51428,8136,51284,25942,33775,9859,14659,41809,24665,1518,14342,8287,76,21627,4327,438,50752,58,12711,8,3918,3631,28894,28405,2,16705,16735,511,3057,26188,9314
5688,51469,8153,51385,25952,33821,9870,14671,41909,24697,1511,14364,8282,76,21640,4327,437,50792,58,12717,8,3925,3645,28964,28463,2,16723,16777,514,3068,26260,9322
5689,51396,8141,51326,25911,33801,9865,14639,41821,24711,1510,14350,8270,78,21648,4324,435,50758,56,12683,8,3921,3633,28934,28462,2,16673,16748,516,3066,26212,9290
5690,51381,8135,51345,25902,33789,9839,14618,41837,24721,1512,14351,8256,79,21585,4318,432,50744,56,12702,8,3911,3636,28946,28476,2,16689,16753,514,3058,26211,9291
5691,51287,8109,51210,25854,33660,9819,14580,41743,24652,1497,14297,8242,80,21630,4310,427,50679,54,12658,8,3897,3611,28881,28384,2,16642,16712,510,3068,26163,9251
5692,51420,8151,51351,25910,33753,9858,14618,41851,24734,1500,14320,8262,80,21629,4330,436,50811,54,12709,8,3908,3630,28927,28460,2,16669,16753,508,3076,26194,9259
5693,51514,8193,51407,25949,33841,9877,14656,41972,24769,1499,14352,8283,80,21689,4346,434,50878,55,12695,8,3919,3644,28986,28487,2,16723,16815,511,3088,26271,9307
5694,51513,8204,51441,25919,33830,9879,14651,41952,24767,1500,14353,8265,81,21677,4339,434,50896,54,12682,8,3926,3640,28995,28479,2,16717,16821,514,3093,26302,9310
5695,51457,8217,51408,25881,33828,9894,14626,41937,24753,1499,14333,8239,81,21642,4337,434,50872,55,12651,8,3921,3644,29025,28440,2,16675,16809,513,3084,26304,9294
5696,51468,8216,51406,25915,33825,9894,14626,41960,24751,1493,14347,8242,83,21630,4341,437,50896,54,12654,8,3931,3641,29067,28459,2,16694,16826,515,3083,26338,9296
5697,51515,8227,51405,25911,33858,9897,14644,41991,24775,1492,14365,8244,83,21693,4341,437,50929,52,12639,8,3929,3643,29058,28468,2,16667,16813,513,3081,26323,9308
5698,51393,8169,51309,25809,33735,9865,14562,41862,24691,1491,14308,8193,83,21618,4316,437,50823,53,12583,8,3920,3635,28946,28383,2,16610,16722,508,3072,26206,9260
5699,51483,8194,51423,25856,33861,9903,14630,41981,24767,1502,14351,8215,83,21696,4335,441,50943,54,12611,8,3951,3649,29092,28442,2,16648,16780,509,3080,26337,9285
5700,51510,8218,51478,25841,33882,9934,14664,42009,24810,1500,14385,8229,85,21751,4338,442,51041,56,12613,8,3966,3653,29168,28495,3,16652,16822,513,3083,26408,9295
5701,51454,8213,51461,25846,33865,9947,14652,42075,24840,1507,14385,8213,83,21784,4342,442,50999,57,12588,8,3968,3649,29165,28478,3,16673,16830,513,3078,26437,9286
5702,51405,8180,51385,25796,33839,9926,14596,42062,24809,1505,14333,8183,83,21756,4343,441,50935,57,12567,9,3953,3638,29100,28408,3,16676,16818,515,3063,26413,9252
5703,51370,8177,51307,25769,33812,9907,14604,41994,24792,1505,14315,8182,80,21764,4328,441,50828,57,12565,9,3942,3634,29028,28379,3,16636,16813,511,3071,26371,9230
5704,51429,8207,51356,25788,33869,9923,14616,42038,24808,1509,14328,8172,81,21815,4345,442,50834,57,12587,9,3960,3637,29086,28391,3,16673,16847,513,3077,26439,9241
5705,51550,8213,51440,25768,33919,9942,14623,42129,24862,1508,14355,8172,84,21829,4348,442,50918,57,12575,9,3964,3636,29222,28440,3,16699,16878,513,3079,26479,9244
5706,51618,8214,51489,25723,33927,9926,14615,42101,24857,1506,14339,8147,85,21777,4350,443,50891,56,12557,9,3971,3634,29223,28454,3,16688,16848,509,3078,26474,9229
5707,51603,8205,51454,25690,33897,9949,14598,42104,24869,1510,14346,8130,83,21805,4370,444,50851,57,12533,10,3970,3633,29201,28447,3,16683,16840,510,3071,26455,9213
5708,51644,8187,51476,25650,33947,9924,14607,42113,24858,1509,14324,8103,83,21809,4347,440,50841,58,12490,10,3971,3636,29226,28443,3,16678,16823,507,3071,26496,9218
5709,51700,8199,51550,25666,34044,9951,14627,42240,24931,1511,14324,8113,84,21882,4347,443,50952,58,12513,10,3984,3642,29319,28512,3,16707,16844,506,3065,26556,9221
5710,51601,8140,51452,25568,33924,9903,14574,42161,24828,1509,14267,8061,84,21801,4325,441,50787,56,12465,10,3962,3620,29215,28410,3,16631,16815,503,3048,26485,9193
5711,51733,8155,51569,25631,34040,9915,14610,42311,24925,1520,14291,8079,84,21899,4336,442,50900,58,12482,10,3977,3633,29314,28495,3,16696,16875,502,3055,26576,9206
5712,51791,8164,51604,25659,34091,9943,14649,42347,24966,1522,14299,8096,84,21989,4340,440,50915,58,12504,10,3985,3637,29366,28518,3,16718,16871,507,3060,26588,9217
5713,51805,8165,51565,25656,34091,9935,14662,42341,24951,1525,14282,8100,84,22030,4323,445,50905,56,12495,10,3979,3623,29325,28483,3,16686,16836,514,3056,26585,9219
5714,51728,8125,51492,25564,33988,9915,14607,42231,24919,1526,14217,8068,83,21973,4290,442,50798,55,12446,10,3975,3605,29288,28408,3,16661,16767,511,3046,26527,9189
5715,51687,8146,51515,25550,34011,9934,14592,42255,24922,1539,14219,8047,81,21975,4273,439,50819,55,12432,10,3974,3611,29310,28446,2,16639,16788,509,3048,26523,9177
5716,51684,8147,51538,25541,34052,9950,14610,42287,24953,1539,14227,8031,82,21968,4285,440,50801,57,12456,10,3971,3609,29313,28449,2,16646,16796,509,3044,26584,9175
5717,51566,8134,51468,25407,33989,9935,14578,42203,24895,1538,14215,7994,82,21889,4276,444,50619,58,12396,10,3958,3606,29270,28387,2,16597,16796,506,3030,26524,9129
5718,51625,8145,51469,25404,34024,9933,14564,42219,24949,1538,14220,7967,83,21919,4282,443,50646,58,12380,10,3952,3602,29302,28384,3,16613,16814,507,3018,26542,9106
5719,51581,8148,51365,25330,34002,9928,14572,42202,24915,1538,14191,7970,84,21912,4286,441,50542,57,12366,10,3949,3606,29277,28357,2,16583,16808,504,3010,26471,9081
5720,51485,8156,51257,25294,33912,9904,14551,42148,24930,1531,14170,7941,84,21876,4274,440,50462,56,12329,9,3946,3615,29271,28305,2,16554,16805,502,3011,26456,9032
5721,51559,8200,51349,25311,33956,9942,14610,42200,25002,1546,14183,7958,87,21995,4289,440,50551,56,12364,9,3964,3615,29354,28416,5,16595,16871,509,3023,26524,9065
5722,51641,8228,51440,25316,34021,9946,14646,42345,25042,1550,14190,7944,88,22026,4284,440,50619,57,12354,9,3970,3629,29423,28478,5,16636,16920,513,3019,26588,9063
5723,51625,8232,51384,25297,34065,9941,14648,42347,25063,1557,14198,7925,88,22053,4285,441,50597,59,12355,9,3977,3628,29418,28502,5,16649,16909,513,3022,26612,9054
5724,51503,8219,51192,25177,33930,9920,14613,42213,24980,1546,14122,7897,88,22042,4276,440,50393,59,12283,9,3980,3594,29358,28409,5,16601,16839,512,3028,26503,9053
5725,51597,8242,51260,25224,34010,9928,14676,42341,25065,1559,14142,7894,88,22110,4284,441,50480,61,12314,9,3995,3611,29444,28515,6,16645,16870,516,3036,26599,9063
5726,51518,8225,51202,25161,33973,9916,14625,42323,25026,1559,14122,7854,86,22031,4284,441,50361,61,12258,9,3989,3609,29444,28470,10,16593,16847,517,3022,26562,9021
5727,51552,8231,51174,25084,33936,9862,14587,42290,25006,1559,14104,7813,85,21996,4269,440,50338,63,12188,9,3985,3590,29460,28439,10,16555,16801,510,3020,26548,8973
5728,51572,8234,51198,25096,33961,9866,14618,42315,25040,1558,14104,7808,85,22045,4276,442,50359,63,12201,9,3980,3589,29495,28477,10,16572,16810,509,3021,26590,8975
5729,51694,8250,51278,25141,34013,9873,14649,42360,25096,1559,14083,7816,85,22091,4279,443,50420,64,12215,9,3998,3590,29540,28487,10,16581,16815,514,3012,26655,8959
5730,51785,8266,51290,25143,34078,9893,14677,42443,25121,1565,14092,7788,83,22094,4279,446,50406,65,12233,9,4000,3593,29527,28502,10,16605,16835,513,3022,26661,8938
5731,51574,8197,51081,24997,33971,9834,14579,42313,24995,1561,14016,7726,83,21980,4259,447,50230,66,12163,9,3988,3569,29441,28368,10,16517,16771,508,2995,26584,8851
5732,51633,8204,51177,25022,34033,9833,14601,42399,25051,1574,14029,7745,84,22044,4257,446,50283,66,12160,9,3999,3583,29498,28422,10,16544,16787,508,2992,26651,8859
5733,51703,8205,51217,24959,34023,9834,14595,42402,25049,1571,14020,7720,86,22054,4242,442,50279,67,12149,10,3993,3578,29478,28439,10,16511,16760,502,2983,26654,8814
5734,51691,8214,51170,24896,34023,9832,14633,42354,25059,1573,13991,7706,86,22051,4240,444,50238,68,12134,10,3981,3568,29477,28443,10,16469,16755,502,2988,26640,8798
5735,51629,8221,51100,24846,33963,9790,14607,42278,24994,1569,13957,7660,86,22017,4229,442,50132,68,12110,10,3983,3561,29454,28395,10,16411,16723,498,2969,26602,8762
5736,51656,8238,51118,24834,34000,9770,14612,42300,25025,1579,13932,7649,87,22087,4229,442,50105,68,12105,10,3994,3554,29478,28384,10,16439,16725,497,2965,26624,8753
5737,51586,8208,51013,24740,33910,9745,14602,42230,24959,1572,13893,7614,85,22046,4189,438,49996,67,12059,10,3993,3544,29433,28307,10,16378,16689,496,2950,26598,8706
5738,51592,8195,50995,24736,33886,9729,14636,42259,24949,1569,13874,7572,84,22101,4184,440,49917,67,12000,10,3980,3537,29422,28275,10,16360,16667,495,2950,26569,8691
5739,51760,8223,51134,24821,34041,9785,14708,42434,25081,1585,13933,7575,83,22191,4193,440,50009,67,12039,10,3995,3546,29572,28370,10,16453,16753,499,2963,26671,8715
5740,51555,8203,51011,24694,33917,9714,14646,42370,25035,1575,13866,7544,84,22099,4176,434,49846,66,11972,10,3980,3540,29486,28262,10,16355,16704,499,2944,26600,8669
5741,51597,8202,51038,24665,33949,9737,14665,42420,25067,1580,13864,7521,84,22109,4166,433,49855,67,11965,10,3970,3520,29475,28288,10,16362,16713,503,2949,26633,8643
5742,51645,8223,51025,24648,33974,9756,14694,42466,25074,1586,13868,7504,83,22162,4162,435,49803,65,11962,10,3969,3516,29436,28264,10,16377,16719,508,2948,26678,8619
5743,51775,8236,51034,24671,33955,9747,14718,42512,25102,1587,13838,7511,82,22196,4152,434,49835,67,11971,10,3966,3513,29465,28267,10,16398,16725,509,2940,26716,8599
5744,51757,8250,51014,24652,33960,9733,14720,42535,25121,1589,13834,7494,82,22217,4143,434,49827,67,11963,10,3963,3513,29459,28281,10,16389,16720,511,2934,26708,8593
5745,51670,8274,50979,24608,33973,9757,14708,42545,25131,1598,13813,7476,82,22201,4140,430,49817,67,11912,10,3971,3500,29512,28269,10,16404,16757,511,2924,26742,8567
5746,51684,8304,51024,24608,33999,9764,14728,42563,25140,1593,13806,7464,83,22237,4132,429,49729,65,11913,10,3994,3500,29518,28260,10,16422,16775,512,2919,26757,8550
5747,51659,8267,51000,24569,34012,9748,14728,42525,25132,1606,13774,7426,83,22254,4112,428,49687,66,11890,10,3986,3488,29451,28199,10,16408,16738,510,2903,26760,8536
5748,51783,8281,51069,24559,34065,9757,14764,42595,25154,1611,13769,7434,80,22315,4115,432,49720,66,11913,10,3988,3493,29477,28243,10,16441,16776,513,2906,26806,8540
5749,51785,8257,51043,24517,34014,9748,14730,42595,25109,1607,13727,7408,81,22258,4103,432,49651,65,11872,10,3979,3463,29425,28196,10,16394,16740,511,2887,26783,8514
5750,51683,8203,50920,24390,33890,9676,14686,42522,25046,1604,13655,7340,80,22181,4070,431,49520,64,11790,10,3969,3444,29356,28060,12,16295,16682,511,2868,26677,8475
5751,51657,8191,50934,24308,33858,9633,14649,42512,25015,1587,13605,7288,80,22103,4040,427,49476,62,11719,10,3962,3416,29336,28006,12,16241,16648,511,2858,26660,8432
5752,51562,8161,50793,24195,33742,9586,14615,42353,24931,1583,13555,7261,79,22073,4015,424,49324,62,11676,10,3953,3391,29228,27889,12,16182,16572,503,2848,26542,8385
5753,51659,8188,50783,24212,33805,9604,14633,42439,24967,1590,13586,7271,77,22117,4017,425,49372,62,11703,10,3963,3408,29206,27927,12,16188,16616,504,2852,26591,8396
5754,51584,8156,50659,24109,33738,9547,14570,42399,24901,1581,13506,7195,77,22023,3991,423,49247,62,11635,10,3942,3391,29115,27830,12,16110,16580,497,2826,26511,8343
5755,51563,8167,50669,24134,33762,9550,14613,42429,24898,1589,13518,7209,79,22092,3979,422,49172,63,11628,10,3944,3379,29124,27837,13,16168,16602,508,2843,26538,8339
5756,51586,8195,50677,24155,33809,9567,14659,42467,24955,1590,13504,7197,78,22112,3990,423,49161,64,11611,10,3938,3382,29175,27849,13,16182,16648,505,2845,26566,8328
5757,51528,8166,50599,24067,33755,9530,14608,42433,24912,1582,13452,7140,78,22066,3974,421,49006,64,11579,10,3918,3367,29095,27784,13,16116,16586,504,2841,26483,8287
5758,51588,8208,50624,24022,33770,9508,14601,42463,24961,1589,13435,7142,78,22095,3965,420,49059,64,11584,10,3926,3365,29145,27789,13,16118,16618,505,2823,26497,8259
5759,51488,8137,50464,23921,33640,9474,14542,42366,24853,1595,13368,7097,78,22035,3921,419,48942,64,11542,10,3918,3345,29060,27723,13,16034,16562,502,2810,26427,8208
5760,51458,8128,50429,23878,33605,9448,14513,42387,24835,1589,13313,7068,77,21971,3894,416,48902,65,11509,10,3902,3334,29034,27641,13,16026,16551,501,2795,26390,8179
5761,51473,8128,50483,23847,33595,9429,14516,42360,24841,1588,13296,7051,76,21963,3885,408,48881,65,11487,11,3911,3323,29033,27624,13,16023,16534,498,2792,26399,8171
5762,51314,8072,50300,23722,33489,9394,14455,42281,24790,1580,13225,7015,76,21901,3859,401,48671,65,11407,11,3900,3311,28907,27518,13,15968,16476,493,2778,26284,8121
5763,51223,8047,50164,23582,33407,9326,14407,42130,24678,1574,13161,6970,76,21829,3824,397,48485,66,11352,11,3876,3289,28784,27404,13,15921,16413,489,2762,26222,8073
5764,51287,8053,50154,23567,33452,9333,14374,42138,24680,1576,13164,6968,77,21826,3820,398,48450,65,11345,11,3864,3270,28819,27383,13,15902,16413,488,2756,26224,8057
5765,51310,8054,50115,23530,33415,9325,14386,42204,24686,1578,13146,6952,77,21846,3812,398,48453,67,11328,11,3868,3264,28763,27398,13,15886,16396,491,2754,26199,8040
5766,51267,8067,50073,23521,33414,9330,14416,42199,24724,1574,13163,6930,78,21885,3812,396,48389,65,11315,11,3906,3268,28835,27417,13,15905,16425,488,2745,26189,8046
5767,51268,8071,50099,23496,33439,9304,14421,42186,24746,1571,13135,6921,78,21888,3795,393,48367,65,11311,11,3917,3245,28815,27401,13,15919,16405,484,2746,26214,8020
5768,51217,8075,50040,23452,33426,9284,14441,42182,24744,1568,13102,6906,78,21940,3800,394,48315,67,11306,11,3920,3229,28822,27365,13,15911,16403,489,2735,26246,8009
5769,51259,8077,50091,23435,33456,9266,14426,42216,24756,1575,13113,6892,78,21954,3806,399,48324,67,11276,10,3939,3230,28890,27356,13,15921,16464,491,2723,26246,7994
5770,51191,8057,50038,23403,33454,9273,14397,42198,24740,1573,13075,6858,77,21947,3788,399,48223,67,11240,10,3947,3217,28847,27280,13,15909,16447,491,2722,26235,7954
5771,51119,8055,49965,23317,33399,9262,14368,42098,24717,1567,13027,6847,76,21918,3769,399,48123,66,11169,10,3939,3198,28808,27251,13,15862,16453,491,2706,26172,7929
5772,51095,8004,49858,23222,33323,9219,14319,42002,24638,1562,12930,6787,72,21826,3727,395,48025,63,11086,11,3912,3173,28753,27144,13,15783,16367,485,2658,26098,7862
5773,51211,8017,49900,23216,33384,9210,14319,42075,24668,1556,12914,6774,72,21876,3727,402,48102,65,11082,11,3929,3166,28787,27149,13,15803,16409,488,2654,26165,7856
5774,51064,7990,49722,23088,33287,9170,14290,42030,24609,1555,12861,6758,72,21844,3705,400,47906,65,11015,11,3918,3157,28705,27043,13,15752,16348,486,2650,26073,7809
5775,51091,7998,49718,23060,33295,9188,14312,42056,24611,1555,12862,6721,71,21849,3687,403,47896,65,11003,11,3926,3150,28686,27034,13,15761,16349,489,2657,26048,7793
5776,50990,7986,49628,22982,33225,9179,14271,41957,24597,1549,12846,6692,70,21825,3682,402,47771,65,10960,11,3908,3139,28618,26971,13,15732,16322,485,2646,25997,7759
5777,51007,7984,49491,22911,33170,9146,14261,41884,24554,1549,12782,6639,69,21829,3682,400,47637,64,10941,11,3895,3123,28516,26882,13,15648,16316,481,2645,25939,7752
5778,50938,7994,49447,22814,33166,9104,14240,41860,24517,1548,12736,6610,70,21796,3657,400,47575,61,10909,11,3877,3118,28480,26805,13,15605,16279,482,2637,25874,7696
5779,50876,8015,49361,22770,33091,9091,14245,41759,24501,1556,12706,6572,69,21817,3648,405,47411,61,10879,11,3880,3120,28470,26803,13,15610,16291,488,2631,25872,7695
5780,50753,7979,49273,22671,33028,9027,14159,41673,24454,1547,12609,6520,69,21737,3617,401,47242,60,10834,11,3862,3105,28358,26681,13,15575,16216,481,2613,25776,7643
5781,50849,7999,49346,22670,33067,9045,14194,41776,24486,1543,12596,6475,67,21771,3603,405,47312,60,10820,11,3880,3099,28412,26722,13,15595,16248,482,2595,25767,7634
5782,50877,7992,49310,22658,33076,9036,14210,41830,24458,1545,12605,6461,68,21794,3596,406,47237,62,10812,11,3882,3104,28426,26745,13,15581,16253,481,2598,25742,7607
5783,50723,7936,49169,22530,32998,8983,14139,41824,24401,1542,12541,6397,64,21683,3571,407,47049,61,10761,11,3870,3095,28325,26701,13,15502,16228,478,2567,25683,7551
5784,50810,7934,49233,22522,33032,8987,14152,41876,24402,1540,12542,6383,64,21716,3576,404,47082,61,10796,10,3874,3086,28370,26696,13,15512,16236,479,2572,25694,7547
5785,50640,7891,49054,22344,32900,8948,14067,41732,24264,1526,12449,6305,62,21598,3551,403,46839,61,10695,10,3854,3064,28200,26518,13,15439,16132,470,2536,25545,7465
5786,50678,7896,49098,22347,32935,8949,14097,41795,24281,1530,12456,6297,67,21659,3547,400,46885,61,10700,10,3867,3055,28242,26553,13,15457,16182,472,2534,25567,7500
5787,50717,7915,49121,22357,32940,8971,14093,41832,24318,1529,12442,6292,67,21683,3537,401,46876,62,10722,10,3862,3071,28232,26548,13,15493,16178,474,2537,25621,7496
5788,50658,7887,49047,22284,32858,8947,14065,41746,24269,1528,12404,6257,67,21663,3519,398,46812,61,10703,10,3856,3055,28161,26472,13,15441,16149,471,2516,25556,7479
5789,50669,7906,48983,22283,32880,8969,14081,41719,24279,1540,12379,6261,66,21695,3512,400,46748,60,10703,10,3864,3051,28165,26478,13,15449,16165,472,2507,25538,7473
5790,50754,7928,49010,22302,32945,8989,14098,41791,24318,1539,12419,6272,67,21740,3525,403,46765,60,10720,10,3877,3051,28221,26496,13,15478,16215,477,2524,25583,7483
5791,50727,7934,48971,22277,32939,8985,14104,41799,24329,1548,12394,6251,67,21710,3520,406,46711,60,10693,10,3864,3049,28188,26480,13,15467,16190,473,2532,25592,7467
5792,50791,7925,48990,22277,32952,8983,14106,41812,24340,1554,12380,6229,71,21736,3517,408,46718,60,10688,10,3854,3045,28193,26465,13,15474,16188,471,2535,25541,7450
5793,50767,7904,48907,22220,32961,8969,14099,41768,24303,1555,12368,6213,69,21750,3511,406,46657,60,10682,10,3846,3037,28156,26467,13,15453,16207,472,2535,25531,7447
5794,50660,7890,48903,22192,32944,8961,14071,41733,24287,1550,12364,6182,69,21697,3496,404,46595,59,10643,10,3832,3030,28110,26415,13,15421,16158,474,2527,25482,7417
5795,50448,7823,48632,21988,32769,8880,13984,41523,24148,1534,12267,6108,67,21530,3451,397,46292,58,10551,10,3793,2996,27952,26205,13,15274,16001,466,2506,25317,7322
5796,50510,7828,48710,22038,32813,8882,13966,41575,24131,1536,12249,6104,67,21525,3445,400,46375,59,10542,10,3800,2979,27944,26265,13,15246,15987,460,2492,25320,7310
5797,50535,7811,48759,21996,32812,8866,13949,41550,24134,1539,12226,6060,67,21480,3437,400,46338,58,10505,10,3794,2970,27933,26248,13,15232,15940,462,2491,25294,7294
5798,50582,7795,48780,21990,32813,8855,13922,41544,24138,1540,12192,6037,68,21456,3435,399,46345,58,10491,10,3796,2972,27940,26233,13,15217,15938,462,2476,25301,7283
5799,50653,7821,48775,22040,32862,8892,13931,41525,24181,1541,12209,6048,70,21536,3437,396,46364,57,10511,10,3798,2988,27946,26272,13,15252,15954,464,2485,25335,7288
5800,50647,7837,48749,21999,32869,8907,13921,41515,24194,1544,12224,6053,70,21579,3432,398,46318,57,10513,10,3797,2988,27914,26255,13,15249,15962,461,2479,25324,7297
5801,50643,7845,48735,21991,32892,8922,13896,41529,24203,1549,12209,6027,73,21578,3438,397,46339,57,10533,10,3808,2993,27940,26270,13,15259,15971,463,2489,25331,7305
5802,50728,7864,48814,22036,32939,8936,13910,41650,24267,1547,12214,6045,73,21640,3450,396,46441,57,10561,10,3812,3010,28001,26328,13,15315,16009,463,2491,25390,7329
5803,50836,7904,48875,22141,33015,8980,13952,41647,24308,1555,12262,6101,73,21777,3466,397,46534,57,10626,10,3844,3028,28090,26394,13,15377,16067,464,2495,25463,7383
5804,50804,7906,48865,22119,32980,8968,13940,41635,24290,1558,12254,6108,74,21794,3458,401,46524,59,10607,10,3819,3020,28033,26399,13,15369,16056,457,2499,25468,7406
5805,50866,7917,48937,22174,33010,9000,13965,41712,24349,1562,12272,6123,74,21783,3476,400,46547,59,10622,10,3834,3017,28105,26447,13,15398,16099,456,2496,25529,7410
5806,50860,7912,48895,22174,33010,9005,13928,41631,24308,1561,12269,6114,73,21745,3464,396,46510,61,10620,11,3831,3021,28075,26408,13,15405,16073,454,2488,25539,7414
5807,50811,7891,48888,22138,33001,8973,13901,41590,24301,1554,12255,6109,75,21705,3452,401,46497,59,10640,10,3830,3028,28045,26383,13,15367,16067,448,2480,25547,7390
5808,50929,7922,48965,22167,33098,9011,13926,41638,24359,1559,12290,6121,76,21752,3456,405,46648,59,10680,10,3842,3025,28130,26442,13,15423,16080,451,2481,25632,7421
5809,50913,7910,48939,22189,33134,9007,13941,41601,24341,1557,12309,6116,75,21740,3456,408,46637,58,10660,10,3849,3027,28144,26405,14,15422,16089,448,2468,25609,7452
5810,50859,7898,48907,22163,33089,8983,13907,41541,24319,1551,12286,6138,75,21704,3429,408,46577,58,10640,9,3821,3009,28039,26353,14,15394,16053,448,2474,25557,7432
5811,50946,7938,49019,22236,33178,9021,13928,41614,24395,1567,12351,6177,76,21783,3458,410,46748,58,10706,9,3849,3017,28166,26460,19,15461,16124,450,2490,25649,7455
5812,50987,7967,49066,22260,33245,9066,13935,41615,24442,1568,12370,6210,76,21800,3455,410,46818,58,10760,9,3856,3038,28211,26483,19,15477,16161,446,2487,25686,7473
