HPV_position,15361-CB-43-LabPrep_S45,15361-CB-4-LabPrep_S42,15361-CB-5-LabPrep_S47
4212,1088,0,2650
4213,1099,0,2677
4214,1105,0,2707
4215,1114,0,2722
4216,1125,0,2743
4217,1137,0,2764
4218,1145,0,2778
4219,1154,0,2795
4220,1163,0,2821
4221,1174,0,2843
4222,1178,0,2860
4223,1187,0,2887
4224,1200,0,2908
4225,1208,0,2931
4226,1219,0,2957
4227,1225,0,2982
4228,1238,0,3009
4229,1248,0,3027
4230,1251,0,3038
4231,1266,0,3063
4232,1268,0,3079
4233,1284,0,3098
4234,1291,0,3109
4235,1295,0,3128
4236,1305,0,3143
4237,1315,0,3171
4238,1331,0,3188
4239,1348,0,3210
4240,1352,0,3229
4241,1368,0,3257
4242,1376,0,3266
4243,1382,0,3283
4244,1388,0,3300
4245,1396,0,3316
4246,1399,0,3327
4247,1424,0,3355
4248,1426,1,3366
4249,1431,1,3377
4250,1435,1,3381
4251,1430,1,3393
4252,1443,1,3413
4253,1451,1,3417
4254,1457,2,3433
4255,1459,2,3450
4256,1462,2,3466
4257,1476,2,3474
4258,1477,2,3483
4259,1478,2,3489
4260,1483,2,3501
4261,1492,2,3524
4262,1505,2,3532
4263,1508,2,3551
4264,1511,2,3561
4265,1518,2,3572
4266,1524,2,3584
4267,1538,2,3603
4268,1545,3,3616
4269,1560,3,3654
4270,1566,3,3663
4271,1578,3,3667
4272,1578,3,3680
4273,1579,4,3697
4274,1584,4,3713
4275,1591,4,3723
4276,1596,4,3741
4277,1585,4,3731
4278,1596,4,3732
4279,1608,4,3751
4280,1614,4,3766
4281,1611,4,3775
4282,1617,4,3779
4283,1619,4,3785
4284,1623,4,3791
4285,1625,4,3799
4286,1624,4,3802
4287,1635,4,3814
4288,1637,4,3804
4289,1638,4,3807
4290,1648,4,3808
4291,1641,4,3806
4292,1650,4,3812
4293,1676,4,3831
4294,1668,4,3834
4295,1665,4,3833
4296,1661,4,3823
4297,1663,5,3836
4298,1672,5,3859
4299,1674,5,3853
4300,1678,5,3862
4301,1671,5,3857
4302,1684,5,3854
4303,1686,6,3864
4304,1698,6,3879
4305,1710,6,3891
4306,1707,6,3887
4307,1714,7,3890
4308,1724,8,3879
4309,1717,8,3865
4310,1719,8,3876
4311,1713,8,3871
4312,1720,8,3868
4313,1717,8,3874
4314,1717,8,3854
4315,1734,8,3847
4316,1727,9,3835
4317,1731,9,3815
4318,1718,10,3795
4319,1719,10,3780
4320,1701,10,3768
4321,1718,10,3798
4322,1718,10,3784
4323,1719,10,3763
4324,1714,10,3772
4325,1710,10,3770
4326,1715,10,3781
4327,1715,10,3761
4328,1726,10,3786
4329,1727,10,3775
4330,1727,11,3777
4331,1731,11,3788
4332,1721,11,3776
4333,1734,11,3763
4334,1740,11,3736
4335,1732,11,3727
4336,1727,11,3712
4337,1730,11,3683
4338,1735,11,3687
4339,1743,11,3705
4340,1744,11,3714
4341,1742,12,3710
4342,1734,12,3708
4343,1725,12,3701
4344,1737,12,3688
4345,1730,12,3681
4346,1745,12,3698
4347,1745,12,3707
4348,1743,12,3696
4349,1745,12,3704
4350,1761,12,3706
4351,1758,13,3697
4352,1760,13,3690
4353,1769,13,3695
4354,1762,13,3688
4355,1756,13,3682
4356,1747,13,3673
4357,1752,13,3673
4358,1747,13,3678
4359,1749,13,3670
4360,1747,13,3651
4361,1750,13,3649
4362,1744,13,3638
4363,1742,13,3615
4364,1729,14,3570
4365,1735,14,3599
4366,1741,14,3598
4367,1750,15,3620
4368,1747,15,3632
4369,1761,15,3643
4370,1766,15,3643
4371,1778,15,3642
4372,1779,15,3655
4373,1775,16,3646
4374,1788,16,3663
4375,1781,16,3648
4376,1786,16,3656
4377,1796,16,3671
4378,1792,16,3675
4379,1790,16,3668
4380,1793,16,3665
4381,1798,16,3669
4382,1793,16,3663
4383,1788,16,3654
4384,1797,16,3665
4385,1798,16,3660
4386,1811,16,3680
4387,1808,16,3663
4388,1822,16,3667
4389,1823,16,3677
4390,1828,16,3674
4391,1831,16,3672
4392,1836,17,3637
4393,1832,17,3613
4394,1833,17,3624
4395,1840,17,3653
4396,1838,17,3667
4397,1835,16,3666
4398,1836,16,3660
4399,1832,16,3655
4400,1841,16,3674
4401,1846,16,3678
4402,1842,16,3653
4403,1844,18,3647
4404,1838,18,3625
4405,1847,17,3624
4406,1849,17,3639
4407,1856,17,3662
4408,1853,17,3659
4409,1859,17,3667
4410,1857,17,3659
4411,1859,17,3652
4412,1848,17,3623
4413,1847,17,3632
4414,1836,17,3635
4415,1835,17,3619
4416,1842,17,3614
4417,1834,16,3614
4418,1836,16,3629
4419,1835,16,3621
4420,1831,16,3625
4421,1838,16,3640
4422,1832,16,3629
4423,1837,15,3623
4424,1845,15,3631
4425,1832,15,3637
4426,1841,15,3641
4427,1850,15,3641
4428,1835,15,3627
4429,1836,15,3636
4430,1846,15,3642
4431,1854,15,3640
4432,1843,15,3621
4433,1858,15,3625
4434,1852,15,3620
4435,1846,15,3612
4436,1847,15,3612
4437,1845,15,3604
4438,1836,15,3610
4439,1833,15,3615
4440,1827,15,3612
4441,1828,15,3596
4442,1824,13,3608
4443,1834,13,3602
4444,1817,13,3601
4445,1820,13,3596
4446,1828,13,3599
4447,1826,12,3594
4448,1823,12,3592
4449,1818,12,3573
4450,1831,12,3573
4451,1835,12,3584
4452,1826,12,3576
4453,1827,12,3579
4454,1821,12,3556
4455,1812,12,3546
4456,1818,12,3536
4457,1801,12,3514
4458,1798,11,3503
4459,1802,11,3480
4460,1820,11,3490
4461,1820,11,3490
4462,1828,11,3524
4463,1830,11,3522
4464,1836,11,3517
4465,1833,13,3507
4466,1828,13,3498
4467,1824,12,3502
4468,1794,11,3472
4469,1792,11,3467
4470,1787,11,3474
4471,1789,11,3478
4472,1802,11,3491
4473,1805,11,3491
4474,1812,11,3477
4475,1816,11,3485
4476,1810,11,3484
4477,1812,11,3475
4478,1821,11,3476
4479,1815,10,3472
4480,1814,10,3463
4481,1813,10,3465
4482,1800,10,3447
4483,1797,10,3429
4484,1808,10,3435
4485,1797,10,3432
4486,1795,10,3400
4487,1809,10,3420
4488,1812,10,3420
4489,1814,10,3411
4490,1820,10,3408
4491,1819,10,3390
4492,1813,9,3374
4493,1812,9,3372
4494,1811,9,3344
4495,1802,8,3327
4496,1812,9,3321
4497,1805,8,3304
4498,1812,8,3306
4499,1820,9,3313
4500,1819,9,3303
4501,1809,9,3281
4502,1812,9,3281
4503,1816,9,3282
4504,1808,9,3280
4505,1808,8,3278
4506,1796,8,3267
4507,1803,8,3268
4508,1808,8,3276
4509,1804,8,3268
4510,1818,8,3263
4511,1830,8,3248
4512,1825,7,3231
4513,1817,7,3228
4514,1824,7,3229
4515,1818,7,3233
4516,1826,7,3229
4517,1828,7,3220
4518,1824,6,3204
4519,1824,6,3209
4520,1813,6,3194
4521,1813,6,3179
4522,1816,6,3176
4523,1798,5,3166
4524,1801,5,3149
4525,1799,5,3148
4526,1797,5,3140
4527,1804,5,3130
4528,1804,5,3114
4529,1807,5,3103
4530,1799,5,3089
4531,1806,5,3088
4532,1792,5,3092
4533,1789,5,3068
4534,1800,5,3083
4535,1779,5,3068
4536,1773,5,3050
4537,1775,5,3045
4538,1768,5,3023
4539,1771,5,3039
4540,1767,5,3047
4541,1759,5,3044
4542,1764,4,3052
4543,1762,4,3055
4544,1763,4,3038
4545,1762,5,3028
4546,1771,5,3028
4547,1780,5,3032
4548,1790,5,3037
4549,1798,5,3034
4550,1799,5,3039
4551,1793,5,3044
4552,1798,3,3053
4553,1796,3,3059
4554,1787,3,3039
4555,1781,3,3032
4556,1781,3,3031
4557,1779,3,3026
4558,1779,3,3012
4559,1794,3,2999
4560,1795,3,2996
4561,1782,3,2980
4562,1772,3,2978
4563,1777,4,2987
4564,1778,4,2971
4565,1793,4,2952
4566,1798,4,2953
4567,1804,4,2954
4568,1800,4,2950
4569,1802,4,2928
4570,1804,4,2926
4571,1795,4,2911
4572,1801,4,2904
4573,1805,4,2902
4574,1799,4,2892
4575,1795,4,2862
4576,1804,4,2861
4577,1804,4,2871
4578,1789,4,2856
4579,1782,4,2850
4580,1784,4,2866
4581,1783,4,2858
4582,1769,4,2838
4583,1769,4,2833
4584,1778,4,2839
4585,1775,4,2833
4586,1777,4,2820
4587,1777,4,2826
4588,1776,4,2825
4589,1773,4,2807
4590,1764,4,2796
4591,1761,4,2782
4592,1762,4,2781
4593,1770,4,2772
4594,1770,4,2775
4595,1785,4,2781
4596,1784,4,2785
4597,1784,5,2799
4598,1783,5,2796
4599,1783,5,2777
4600,1778,5,2780
4601,1779,5,2774
4602,1775,5,2778
4603,1779,5,2789
4604,1796,5,2815
4605,1798,5,2802
4606,1802,6,2814
4607,1809,6,2831
4608,1821,7,2850
4609,1826,7,2848
4610,1834,7,2860
4611,1822,7,2844
4612,1829,6,2856
4613,1838,5,2860
4614,1829,5,2849
4615,1836,5,2859
4616,1824,5,2840
4617,1816,5,2842
4618,1819,5,2838
4619,1823,5,2847
4620,1812,5,2847
4621,1817,5,2830
4622,1826,5,2838
4623,1818,5,2836
4624,1824,5,2837
4625,1838,5,2851
4626,1840,5,2860
4627,1840,5,2872
4628,1841,5,2873
4629,1836,5,2866
4630,1837,5,2871
4631,1822,5,2851
4632,1822,5,2851
4633,1815,5,2851
4634,1810,5,2851
4635,1817,5,2860
4636,1814,5,2844
4637,1833,5,2855
4638,1817,5,2843
4639,1817,5,2835
4640,1813,5,2831
4641,1820,5,2849
4642,1815,5,2854
4643,1814,5,2867
4644,1828,5,2863
4645,1823,5,2880
4646,1814,5,2890
4647,1800,5,2880
4648,1808,5,2893
4649,1816,5,2927
4650,1810,5,2926
4651,1798,5,2906
4652,1795,5,2906
4653,1800,5,2914
4654,1806,5,2914
4655,1801,5,2921
4656,1798,5,2911
4657,1803,5,2887
4658,1795,5,2900
4659,1798,5,2891
4660,1803,5,2896
4661,1818,5,2909
4662,1805,5,2894
4663,1824,5,2917
4664,1823,5,2913
4665,1819,5,2923
4666,1811,5,2906
4667,1813,5,2897
4668,1810,5,2917
4669,1821,5,2914
4670,1821,5,2924
4671,1813,5,2914
4672,1807,5,2909
4673,1807,5,2899
4674,1806,5,2907
4675,1801,5,2920
4676,1812,5,2931
4677,1814,5,2943
4678,1812,5,2950
4679,1809,5,2938
4680,1802,5,2951
4681,1811,5,2951
4682,1807,5,2955
4683,1816,5,2959
4684,1813,5,2955
4685,1809,5,2937
4686,1807,5,2920
4687,1808,5,2938
4688,1811,5,2952
4689,1813,5,2960
4690,1802,5,2957
4691,1799,5,2964
4692,1800,5,2963
4693,1793,5,2961
4694,1798,4,2946
4695,1790,4,2954
4696,1785,4,2941
4697,1791,4,2957
4698,1784,4,2951
4699,1782,5,2946
4700,1789,5,2960
4701,1788,5,2962
4702,1790,5,2963
4703,1786,5,2962
4704,1810,5,2974
4705,1800,4,2972
4706,1783,5,2966
4707,1781,5,2970
4708,1785,4,2968
4709,1787,3,2980
4710,1787,4,2978
4711,1790,4,2999
4712,1785,4,3000
4713,1784,4,3009
4714,1804,4,3025
4715,1791,4,3016
4716,1790,4,3014
4717,1787,4,3011
4718,1783,4,3026
4719,1776,4,3019
4720,1774,4,3023
4721,1789,4,3054
4722,1786,4,3071
4723,1794,4,3074
4724,1803,4,3084
4725,1812,4,3088
4726,1818,4,3084
4727,1814,4,3084
4728,1814,4,3071
4729,1818,4,3085
4730,1831,4,3103
4731,1834,4,3128
4732,1839,4,3147
4733,1839,4,3145
4734,1842,4,3142
4735,1856,4,3153
4736,1846,4,3144
4737,1841,4,3157
4738,1841,4,3141
4739,1848,3,3141
4740,1861,4,3166
4741,1863,4,3162
4742,1873,4,3179
4743,1863,4,3192
4744,1863,4,3206
4745,1866,4,3212
4746,1868,4,3226
4747,1862,4,3215
4748,1862,3,3198
4749,1864,3,3214
4750,1860,3,3213
4751,1860,3,3206
4752,1845,3,3218
4753,1844,3,3222
4754,1837,3,3235
4755,1841,2,3252
4756,1835,2,3256
4757,1837,1,3243
4758,1835,1,3243
4759,1847,1,3245
4760,1855,1,3260
4761,1865,1,3275
4762,1868,1,3284
4763,1875,1,3289
4764,1862,1,3283
4765,1870,1,3294
4766,1868,1,3308
4767,1870,1,3321
4768,1870,1,3335
4769,1879,1,3363
4770,1875,1,3354
4771,1874,1,3353
4772,1872,1,3382
4773,1884,1,3401
4774,1877,2,3397
4775,1885,3,3398
4776,1886,3,3402
4777,1894,4,3425
4778,1902,4,3436
4779,1883,4,3420
4780,1887,4,3431
4781,1887,4,3443
4782,1900,4,3466
4783,1902,4,3466
4784,1902,4,3486
4785,1900,4,3499
4786,1903,4,3492
4787,1914,4,3532
4788,1909,4,3525
4789,1922,4,3542
4790,1922,4,3539
4791,1939,4,3545
4792,1941,4,3557
4793,1942,4,3559
4794,1943,4,3578
4795,1943,4,3580
4796,1947,4,3596
4797,1956,4,3603
4798,1956,4,3605
4799,1963,4,3630
4800,1961,4,3635
4801,1973,4,3659
4802,1962,4,3651
4803,1952,4,3655
4804,1952,4,3655
4805,1959,4,3679
4806,1950,4,3684
4807,1953,4,3688
4808,1956,4,3702
4809,1954,4,3704
4810,1948,4,3707
4811,1957,4,3738
4812,1953,4,3750
4813,1957,4,3767
4814,1944,4,3763
4815,1941,4,3770
4816,1943,4,3785
4817,1946,4,3763
4818,1958,4,3809
4819,1959,4,3835
4820,1951,4,3852
4821,1950,4,3849
4822,1957,4,3868
4823,1959,4,3883
4824,1959,4,3898
4825,1961,4,3915
4826,1952,4,3916
4827,1958,4,3926
4828,1963,4,3929
4829,1962,4,3950
4830,1965,4,3960
4831,1964,4,3959
4832,1959,4,3970
4833,1948,4,3970
4834,1950,4,3966
4835,1957,4,3994
4836,1949,4,3984
4837,1961,4,3998
4838,1960,4,4012
4839,1965,4,3999
4840,1960,4,4004
4841,1962,4,4008
4842,1965,4,4011
4843,1976,4,4040
4844,1973,4,4052
4845,1976,4,4066
4846,1978,4,4070
4847,1981,4,4064
4848,1974,4,4062
4849,1993,4,4065
4850,1991,4,4069
4851,1983,4,4065
4852,1988,4,4074
4853,1983,3,4081
4854,1978,3,4086
4855,1986,3,4081
4856,1998,3,4096
4857,2008,3,4087
4858,2010,3,4080
4859,2005,3,4093
4860,2007,3,4093
4861,1998,3,4089
4862,2003,3,4074
4863,2000,3,4066
4864,1996,3,4067
4865,1992,3,4052
4866,2003,3,4046
4867,2005,3,4030
4868,2014,3,4041
4869,2017,3,4045
4870,2020,3,4036
4871,2027,3,4044
4872,2018,3,4036
4873,2013,3,4022
4874,2018,3,4027
4875,2014,3,4017
4876,2010,3,4028
4877,2005,3,4027
4878,2012,3,4018
4879,1999,3,3999
4880,1994,3,3985
4881,1993,3,3986
4882,1998,3,3966
4883,1998,3,3959
4884,1996,3,3954
4885,1992,3,3950
4886,1995,3,3948
4887,1988,3,3941
4888,1988,3,3927
4889,1978,3,3914
4890,1978,3,3911
4891,1987,3,3904
4892,1989,3,3899
4893,1989,3,3893
4894,1981,3,3875
4895,1998,3,3857
4896,2013,3,3884
4897,2000,3,3867
4898,2005,3,3860
4899,1995,3,3850
4900,2000,3,3826
4901,2004,3,3828
4902,2002,3,3790
4903,1991,3,3775
4904,1987,3,3771
4905,1995,3,3747
4906,1999,3,3744
4907,1998,3,3733
4908,1996,3,3726
4909,1991,3,3712
4910,1980,3,3708
4911,1967,3,3689
4912,1965,3,3677
4913,1973,3,3669
4914,1971,3,3657
4915,1970,3,3625
4916,1969,3,3606
4917,1963,3,3575
4918,1958,2,3555
4919,1951,2,3533
4920,1961,3,3534
4921,1951,3,3511
4922,1954,3,3490
4923,1935,3,3478
4924,1938,0,3459
4925,1934,0,3441
4926,1923,1,3428
4927,1913,1,3411
4928,1920,1,3394
4929,1914,1,3373
4930,1908,0,3358
4931,1906,0,3338
4932,1893,0,3298
4933,1886,0,3293
4934,1878,0,3268
4935,1886,0,3252
4936,1872,0,3248
4937,1880,0,3243
4938,1868,0,3218
4939,1872,0,3218
4940,1866,0,3201
4941,1850,0,3192
4942,1861,0,3183
4943,1860,0,3153
4944,1846,0,3120
4945,1865,0,3111
4946,1870,0,3095
4947,1870,0,3080
4948,1863,0,3054
4949,1863,0,3035
4950,1870,0,3024
4951,1844,0,2983
4952,1851,0,2968
4953,1855,1,2933
4954,1845,1,2892
4955,1860,1,2878
4956,1867,1,2879
4957,1856,1,2862
4958,1861,1,2838
4959,1860,2,2822
4960,1856,2,2800
4961,1851,2,2783
4962,1852,2,2763
4963,1844,2,2763
4964,1851,2,2746
4965,1852,2,2720
4966,1853,2,2704
4967,1850,2,2681
4968,1844,2,2669
4969,1835,2,2631
4970,1844,2,2620
4971,1838,2,2595
4972,1833,2,2564
4973,1843,2,2559
4974,1842,2,2554
4975,1832,2,2543
4976,1839,2,2530
4977,1831,2,2512
4978,1828,2,2489
4979,1825,2,2471
4980,1819,2,2448
4981,1834,2,2424
4982,1837,2,2402
4983,1837,2,2390
4984,1832,2,2370
4985,1815,2,2343
4986,1819,2,2323
4987,1818,2,2307
4988,1821,2,2286
4989,1820,2,2274
4990,1816,3,2253
4991,1835,3,2248
4992,1826,3,2218
4993,1824,3,2212
4994,1808,3,2192
4995,1804,3,2157
4996,1822,3,2151
4997,1806,3,2152
4998,1803,3,2140
4999,1797,3,2112
5000,1786,3,2090
5001,1775,3,2080
5002,1776,3,2067
5003,1777,3,2060
5004,1787,3,2066
5005,1788,3,2070
5006,1781,3,2050
5007,1772,3,2032
5008,1777,3,2031
5009,1764,3,2011
5010,1774,3,2009
5011,1769,3,1991
5012,1781,3,2001
5013,1782,3,2014
5014,1789,3,2023
5015,1776,3,2011
5016,1777,3,2015
5017,1771,3,2013
5018,1770,3,2012
5019,1772,3,2016
5020,1766,3,2000
5021,1764,3,2000
5022,1766,3,1994
5023,1760,3,1978
5024,1766,3,1989
5025,1759,3,1976
5026,1758,3,1961
5027,1744,3,1962
5028,1752,3,1977
5029,1749,3,1967
5030,1754,3,1968
5031,1763,3,1957
5032,1767,3,1948
5033,1768,3,1961
5034,1762,3,1957
5035,1770,5,1954
5036,1782,5,1961
5037,1782,5,1949
5038,1771,5,1939
5039,1773,5,1930
5040,1768,5,1924
5041,1772,5,1921
5042,1786,5,1925
5043,1776,6,1923
5044,1757,6,1894
5045,1755,6,1885
5046,1754,6,1884
5047,1755,6,1866
5048,1754,6,1871
5049,1744,6,1876
5050,1734,6,1861
5051,1739,7,1872
5052,1742,7,1867
5053,1742,7,1871
5054,1737,7,1861
5055,1736,7,1868
5056,1736,7,1861
5057,1739,7,1865
5058,1731,7,1839
5059,1718,7,1835
5060,1716,7,1829
5061,1720,7,1830
5062,1707,7,1828
5063,1713,7,1837
5064,1718,7,1837
5065,1723,7,1838
5066,1730,7,1838
5067,1736,9,1832
5068,1738,9,1829
5069,1726,9,1825
5070,1725,9,1825
5071,1728,9,1837
5072,1729,9,1837
5073,1733,9,1838
5074,1740,9,1832
5075,1727,9,1822
5076,1725,9,1830
5077,1719,9,1806
5078,1734,9,1822
5079,1740,9,1826
5080,1742,10,1822
5081,1754,10,1817
5082,1753,10,1808
5083,1751,10,1806
5084,1756,10,1791
5085,1757,10,1783
5086,1755,10,1781
5087,1761,11,1785
5088,1758,11,1786
5089,1766,11,1793
5090,1765,11,1778
5091,1759,11,1776
5092,1761,11,1773
5093,1768,11,1769
5094,1780,9,1770
5095,1770,9,1765
5096,1759,9,1764
5097,1746,9,1762
5098,1743,9,1754
5099,1732,9,1745
5100,1734,9,1746
5101,1728,9,1748
5102,1731,9,1758
5103,1728,9,1754
5104,1734,9,1746
5105,1732,9,1746
5106,1731,9,1731
5107,1737,9,1733
5108,1736,9,1735
5109,1734,9,1733
5110,1731,9,1726
5111,1729,9,1726
5112,1743,9,1720
5113,1748,9,1713
5114,1758,10,1714
5115,1747,10,1698
5116,1741,10,1683
5117,1743,10,1685
5118,1741,10,1678
5119,1746,10,1685
5120,1738,10,1673
5121,1735,10,1666
5122,1739,10,1658
5123,1745,10,1661
5124,1736,10,1661
5125,1742,10,1655
5126,1732,10,1649
5127,1735,10,1657
5128,1732,10,1653
5129,1736,10,1655
5130,1733,10,1647
5131,1730,10,1642
5132,1734,10,1639
5133,1729,10,1637
5134,1730,10,1641
5135,1725,10,1640
5136,1731,10,1644
5137,1743,10,1657
5138,1743,10,1659
5139,1735,10,1651
5140,1731,9,1635
5141,1730,9,1634
5142,1731,9,1632
5143,1731,9,1634
5144,1743,9,1623
5145,1748,9,1620
5146,1756,9,1623
5147,1745,9,1618
5148,1743,9,1617
5149,1743,9,1617
5150,1741,9,1614
5151,1735,9,1602
5152,1732,9,1595
5153,1729,9,1593
5154,1731,9,1593
5155,1730,9,1590
5156,1738,9,1588
5157,1733,9,1578
5158,1730,9,1578
5159,1724,9,1569
5160,1729,9,1564
5161,1718,9,1550
5162,1726,9,1557
5163,1724,9,1548
5164,1720,9,1539
5165,1723,9,1534
5166,1724,9,1539
5167,1730,9,1540
5168,1722,9,1534
5169,1723,9,1528
5170,1715,9,1520
5171,1718,9,1518
5172,1713,9,1522
5173,1708,9,1509
5174,1700,9,1492
5175,1696,10,1491
5176,1694,10,1496
5177,1699,10,1495
5178,1694,10,1484
5179,1688,10,1474
5180,1697,10,1472
5181,1689,10,1452
5182,1703,10,1461
5183,1713,10,1467
5184,1703,8,1471
5185,1692,8,1471
5186,1696,7,1458
5187,1695,7,1452
5188,1697,7,1458
5189,1694,7,1459
5190,1688,7,1468
5191,1695,6,1450
5192,1693,6,1451
5193,1689,6,1449
5194,1688,6,1452
5195,1697,6,1453
5196,1705,6,1445
5197,1698,6,1439
5198,1704,6,1435
5199,1699,6,1432
5200,1702,6,1425
5201,1713,6,1434
5202,1714,6,1422
5203,1712,6,1424
5204,1720,6,1414
5205,1722,6,1410
5206,1725,6,1415
5207,1723,6,1421
5208,1738,6,1420
5209,1731,6,1429
5210,1730,5,1434
5211,1726,5,1426
5212,1736,6,1431
5213,1735,6,1439
5214,1730,6,1437
5215,1726,5,1423
5216,1725,5,1420
5217,1730,5,1431
5218,1730,5,1444
5219,1740,5,1447
5220,1730,4,1447
5221,1740,4,1463
5222,1736,5,1467
5223,1724,5,1462
5224,1724,5,1460
5225,1720,5,1454
5226,1720,5,1447
5227,1714,5,1453
5228,1732,5,1469
5229,1731,4,1480
5230,1724,4,1483
5231,1721,4,1487
5232,1719,4,1495
5233,1711,4,1489
5234,1700,3,1487
5235,1704,3,1503
5236,1700,3,1499
5237,1708,3,1510
5238,1705,3,1515
5239,1707,3,1526
5240,1701,3,1529
5241,1698,3,1528
5242,1702,3,1544
5243,1688,3,1544
5244,1689,3,1545
5245,1686,3,1554
5246,1693,3,1567
5247,1701,3,1572
5248,1699,3,1568
5249,1705,3,1576
5250,1709,3,1589
5251,1716,3,1599
5252,1725,3,1612
5253,1725,3,1618
5254,1730,3,1627
5255,1729,3,1634
5256,1734,3,1633
5257,1735,3,1640
5258,1731,3,1644
5259,1735,3,1646
5260,1729,3,1649
5261,1733,3,1655
5262,1723,2,1660
5263,1724,2,1668
5264,1726,2,1676
5265,1721,2,1681
5266,1719,2,1691
5267,1729,2,1702
5268,1738,2,1713
5269,1742,2,1719
5270,1729,2,1708
5271,1727,2,1712
5272,1732,2,1722
5273,1732,2,1733
5274,1731,2,1745
5275,1741,2,1751
5276,1743,3,1762
5277,1742,3,1772
5278,1742,3,1777
5279,1753,3,1795
5280,1741,3,1796
5281,1744,3,1820
5282,1753,3,1832
5283,1755,3,1834
5284,1744,3,1835
5285,1742,3,1839
5286,1734,3,1824
5287,1743,3,1850
5288,1742,3,1851
5289,1733,3,1850
5290,1729,3,1862
5291,1739,3,1869
5292,1735,3,1871
5293,1755,3,1885
5294,1765,3,1905
5295,1772,3,1922
5296,1769,3,1920
5297,1772,3,1931
5298,1769,3,1935
5299,1774,5,1951
5300,1781,5,1960
5301,1788,5,1964
5302,1783,6,1966
5303,1790,7,1969
5304,1789,7,1975
5305,1787,7,1981
5306,1803,7,2012
5307,1792,7,2011
5308,1810,7,2029
5309,1810,7,2042
5310,1814,7,2049
5311,1806,7,2072
5312,1801,7,2083
5313,1800,7,2088
5314,1799,7,2100
5315,1804,7,2121
5316,1799,7,2119
5317,1812,7,2127
5318,1814,8,2124
5319,1815,8,2127
5320,1822,8,2130
5321,1824,8,2136
5322,1825,8,2143
5323,1814,8,2147
5324,1822,7,2178
5325,1822,7,2171
5326,1828,8,2181
5327,1829,9,2175
5328,1836,9,2195
5329,1833,9,2210
5330,1822,9,2210
5331,1822,9,2221
5332,1820,9,2233
5333,1831,9,2234
5334,1837,9,2246
5335,1845,9,2256
5336,1846,9,2265
5337,1845,9,2254
5338,1857,9,2276
5339,1854,9,2277
5340,1849,9,2281
5341,1854,9,2297
5342,1854,9,2297
5343,1854,9,2306
5344,1839,9,2295
5345,1852,9,2299
5346,1855,9,2323
5347,1855,9,2330
5348,1859,9,2334
5349,1866,9,2354
5350,1872,9,2361
5351,1860,9,2366
5352,1877,9,2371
5353,1885,9,2377
5354,1889,9,2373
5355,1885,9,2366
5356,1891,9,2361
5357,1894,9,2371
5358,1877,9,2380
5359,1883,9,2387
5360,1903,10,2411
5361,1900,10,2404
5362,1898,11,2401
5363,1896,11,2401
5364,1894,10,2405
5365,1905,11,2414
5366,1898,11,2413
5367,1893,11,2418
5368,1892,11,2422
5369,1900,11,2428
5370,1905,12,2421
5371,1899,12,2419
5372,1906,12,2423
5373,1916,12,2443
5374,1917,11,2441
5375,1920,11,2453
5376,1937,11,2457
5377,1931,11,2459
5378,1929,11,2466
5379,1931,11,2457
5380,1934,11,2460
5381,1938,11,2474
5382,1930,11,2465
5383,1942,11,2482
5384,1944,11,2482
5385,1948,11,2480
5386,1955,11,2483
5387,1965,11,2499
5388,1966,11,2498
5389,1970,11,2517
5390,1977,11,2527
5391,1986,11,2526
5392,1988,11,2531
5393,1998,11,2534
5394,1992,11,2541
5395,1990,11,2545
5396,1996,11,2553
5397,1991,11,2551
5398,1996,11,2565
5399,1993,11,2575
5400,1989,11,2571
5401,1989,11,2565
5402,1991,11,2563
5403,1990,11,2570
5404,1979,11,2579
5405,1980,12,2578
5406,1979,12,2588
5407,1979,13,2585
5408,1991,13,2608
5409,1990,13,2607
5410,1986,13,2622
5411,1985,13,2612
5412,1986,13,2615
5413,1992,13,2628
5414,1998,13,2650
5415,1997,13,2640
5416,1996,13,2650
5417,2007,13,2671
5418,2002,13,2679
5419,2011,13,2680
5420,2007,13,2685
5421,2005,13,2697
5422,2012,13,2691
5423,2008,13,2681
5424,2029,13,2690
5425,2024,13,2683
5426,2018,12,2690
5427,2019,12,2695
5428,2014,12,2691
5429,2024,12,2717
5430,2025,12,2723
5431,2031,12,2711
5432,2041,12,2737
5433,2049,13,2729
5434,2064,13,2740
5435,2061,13,2742
5436,2062,13,2743
5437,2050,13,2732
5438,2057,13,2733
5439,2054,13,2746
5440,2055,13,2743
5441,2057,13,2762
5442,2048,13,2770
5443,2039,13,2764
5444,2047,13,2755
5445,2049,13,2761
5446,2042,13,2775
5447,2042,13,2785
5448,2044,11,2787
5449,2034,11,2796
5450,2032,11,2786
5451,2031,10,2785
5452,2036,9,2790
5453,2039,10,2788
5454,2042,11,2793
5455,2053,11,2805
5456,2060,12,2823
5457,2064,12,2829
5458,2052,12,2821
5459,2052,12,2821
5460,2061,12,2811
5461,2067,12,2828
5462,2058,12,2816
5463,2062,12,2825
5464,2058,12,2830
5465,2059,12,2846
5466,2049,12,2846
5467,2040,10,2845
5468,2037,10,2856
5469,2039,10,2848
5470,2029,10,2845
5471,2028,9,2851
5472,2017,9,2841
5473,2023,9,2847
5474,2025,9,2866
5475,2028,9,2859
5476,2028,9,2855
5477,2033,10,2863
5478,2027,10,2874
